Poster_Link,Series_Title,Released_Year,Certificate,Runtime,Genre,IMDB_Rating,Overview,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross
,The Last Mountain 745,2008,A,94 min,"Comedy, Romance",7.4,"A story about the last mountain 745, filled with memorable characters, challenges, and unexpected events.",64,Director 17,Actor 321,Actor 321,Actor 50,Actor 15,835761,"176,710,744"
,Crimson Hope 746,1923,U,165 min,"Drama, Romance",8.0,"A story about crimson hope 746, filled with memorable characters, challenges, and unexpected events.",75,Director 62,Actor 491,Actor 175,Actor 427,Actor 28,1060293,"265,479,125"
,Falling Destiny 747,1950,PG,184 min,"Sci-Fi, Adventure",9.1,"A story about falling destiny 747, filled with memorable characters, challenges, and unexpected events.",82,Director 32,Actor 44,Actor 499,Actor 32,Actor 470,411272,"671,563,117"
,A New Victory 748,1960,PG,173 min,"Action, Sci-Fi",8.9,"A story about a new victory 748, filled with memorable characters, challenges, and unexpected events.",48,Director 78,Actor 313,Actor 321,Actor 222,Actor 34,544923,"66,674,389"
,Silent Promise 749,1991,PG-13,193 min,"Mystery, Thriller",6.2,"A story about silent promise 749, filled with memorable characters, challenges, and unexpected events.",93,Director 106,Actor 120,Actor 443,Actor 307,Actor 404,1694780,"102,996,950"
,Great Journey 750,1978,R,186 min,"Romance, Drama",7.3,"A story about great journey 750, filled with memorable characters, challenges, and unexpected events.",88,Director 201,Actor 14,Actor 233,Actor 265,Actor 169,434790,"364,760,414"
,Little River 751,1933,UA,161 min,"Action, Sci-Fi",6.3,"A story about little river 751, filled with memorable characters, challenges, and unexpected events.",81,Director 33,Actor 327,Actor 261,Actor 132,Actor 182,2496746,"847,729,428"
,Forgotten Truth 752,2012,U,108 min,"Comedy, Romance",8.0,"A story about forgotten truth 752, filled with memorable characters, challenges, and unexpected events.",48,Director 33,Actor 160,Actor 300,Actor 224,Actor 263,587441,"855,899,705"
,Rising Story 753,1994,A,184 min,"Animation, Adventure, Family",8.9,"A story about rising story 753, filled with memorable characters, challenges, and unexpected events.",83,Director 88,Actor 150,Actor 189,Actor 497,Actor 5,628278,"504,247,303"
,Beautiful Heart 754,2004,PG-13,92 min,"Comedy, Romance",8.2,"A story about beautiful heart 754, filled with memorable characters, challenges, and unexpected events.",99,Director 14,Actor 217,Actor 177,Actor 101,Actor 500,2136964,"879,691,893"
,Lost River 755,2020,R,109 min,"Thriller, Mystery",6.2,"A story about lost river 755, filled with memorable characters, challenges, and unexpected events.",66,Director 219,Actor 297,Actor 290,Actor 494,Actor 172,1970427,"644,089,866"
,Great Story 756,1973,UA,98 min,"Sci-Fi, Adventure",7.1,"A story about great story 756, filled with memorable characters, challenges, and unexpected events.",45,Director 164,Actor 115,Actor 355,Actor 118,Actor 239,186966,"532,601,508"
,Great River 757,1950,PG,183 min,"Drama, Romance",7.6,"A story about great river 757, filled with memorable characters, challenges, and unexpected events.",56,Director 212,Actor 4,Actor 186,Actor 6,Actor 38,1586688,"220,556,760"
,Rising Journey 758,1991,PG-13,122 min,"Sci-Fi, Adventure",6.4,"A story about rising journey 758, filled with memorable characters, challenges, and unexpected events.",93,Director 93,Actor 23,Actor 500,Actor 16,Actor 102,825387,"677,990,337"
,Lost Story 759,1942,UA,118 min,"Biography, Drama",6.7,"A story about lost story 759, filled with memorable characters, challenges, and unexpected events.",56,Director 51,Actor 12,Actor 91,Actor 432,Actor 135,1435297,"595,495,166"
,Silent Journey 760,2006,A,168 min,"Adventure, Drama",6.5,"A story about silent journey 760, filled with memorable characters, challenges, and unexpected events.",74,Director 62,Actor 190,Actor 415,Actor 191,Actor 339,1429282,"225,840,666"
,Golden Destiny 761,1999,UA,197 min,"Action, Sci-Fi",8.9,"A story about golden destiny 761, filled with memorable characters, challenges, and unexpected events.",95,Director 49,Actor 99,Actor 273,Actor 194,Actor 356,506997,"155,182,939"
,Rising Future 762,1996,PG-13,166 min,"Comedy, Romance",7.4,"A story about rising future 762, filled with memorable characters, challenges, and unexpected events.",82,Director 49,Actor 438,Actor 275,Actor 151,Actor 405,203756,"819,453,456"
,Dark Future 763,1951,PG-13,186 min,"Crime, Drama",6.2,"A story about dark future 763, filled with memorable characters, challenges, and unexpected events.",76,Director 54,Actor 373,Actor 42,Actor 402,Actor 241,540405,"545,850,195"
,Great Kingdom 764,1941,PG-13,181 min,"Fantasy, Adventure",7.7,"A story about great kingdom 764, filled with memorable characters, challenges, and unexpected events.",74,Director 46,Actor 165,Actor 365,Actor 192,Actor 270,1579785,"535,454,547"
,Crimson Truth 765,1980,UA,136 min,"Action, Crime, Drama",6.9,"A story about crimson truth 765, filled with memorable characters, challenges, and unexpected events.",73,Director 221,Actor 121,Actor 203,Actor 112,Actor 157,879058,"235,814,544"
,Forgotten Victory 766,1993,U,192 min,"Horror, Mystery",6.5,"A story about forgotten victory 766, filled with memorable characters, challenges, and unexpected events.",53,Director 193,Actor 44,Actor 152,Actor 228,Actor 266,1077573,"591,250,686"
,Rising Mountain 767,1994,PG,150 min,"Drama, Romance",6.1,"A story about rising mountain 767, filled with memorable characters, challenges, and unexpected events.",72,Director 105,Actor 189,Actor 412,Actor 255,Actor 163,1797202,"484,519,915"
,Midnight Victory 768,1923,U,114 min,"Crime, Drama",6.6,"A story about midnight victory 768, filled with memorable characters, challenges, and unexpected events.",63,Director 216,Actor 257,Actor 263,Actor 280,Actor 330,328299,"385,673,103"
,Hidden Empire 769,1949,UA,94 min,"Horror, Mystery",6.3,"A story about hidden empire 769, filled with memorable characters, challenges, and unexpected events.",66,Director 51,Actor 346,Actor 169,Actor 129,Actor 155,170563,"586,391,021"
,Midnight River 770,2010,A,102 min,"War, Drama",8.0,"A story about midnight river 770, filled with memorable characters, challenges, and unexpected events.",63,Director 211,Actor 178,Actor 401,Actor 207,Actor 485,1105281,"9,263,182"
,Secret Heart 771,2016,UA,145 min,"Fantasy, Adventure",8.2,"A story about secret heart 771, filled with memorable characters, challenges, and unexpected events.",59,Director 186,Actor 384,Actor 108,Actor 243,Actor 120,636130,"426,918,051"
,Beautiful Heart 772,2020,U,144 min,"Sci-Fi, Adventure",7.8,"A story about beautiful heart 772, filled with memorable characters, challenges, and unexpected events.",65,Director 217,Actor 97,Actor 220,Actor 395,Actor 483,1438829,"850,412,143"
,Forgotten River 773,1976,PG-13,156 min,"Action, Adventure",7.5,"A story about forgotten river 773, filled with memorable characters, challenges, and unexpected events.",100,Director 33,Actor 157,Actor 483,Actor 378,Actor 5,1581606,"149,296,669"
,Crimson Memory 774,1963,A,139 min,"Mystery, Thriller",6.7,"A story about crimson memory 774, filled with memorable characters, challenges, and unexpected events.",82,Director 6,Actor 291,Actor 403,Actor 17,Actor 473,2264874,"321,833,001"
,Dark Shadow 775,1962,PG,187 min,"Mystery, Thriller",7.9,"A story about dark shadow 775, filled with memorable characters, challenges, and unexpected events.",49,Director 137,Actor 198,Actor 97,Actor 244,Actor 56,1609365,"219,363,036"
,Falling Heart 776,1977,R,123 min,"Action, Sci-Fi",8.1,"A story about falling heart 776, filled with memorable characters, challenges, and unexpected events.",80,Director 46,Actor 17,Actor 424,Actor 353,Actor 309,729002,"112,105,417"
,Crimson Journey 777,1943,UA,201 min,"Mystery, Thriller",6.7,"A story about crimson journey 777, filled with memorable characters, challenges, and unexpected events.",63,Director 169,Actor 269,Actor 36,Actor 233,Actor 30,1200417,"221,175,169"
,Rising Destiny 778,1921,U,195 min,"Romance, Drama",6.6,"A story about rising destiny 778, filled with memorable characters, challenges, and unexpected events.",53,Director 138,Actor 215,Actor 245,Actor 381,Actor 36,1650414,"168,715,534"
,Secret River 779,1936,PG-13,124 min,"Romance, Drama",8.9,"A story about secret river 779, filled with memorable characters, challenges, and unexpected events.",81,Director 241,Actor 159,Actor 301,Actor 104,Actor 258,2001371,"170,590,067"
,Infinite Empire 780,1945,PG,103 min,"Sci-Fi, Adventure",6.0,"A story about infinite empire 780, filled with memorable characters, challenges, and unexpected events.",83,Director 207,Actor 127,Actor 270,Actor 169,Actor 467,278309,"885,488,850"
,Little Truth 781,1978,PG,90 min,"Action, Sci-Fi",7.5,"A story about little truth 781, filled with memorable characters, challenges, and unexpected events.",67,Director 180,Actor 432,Actor 365,Actor 406,Actor 153,1217589,"694,058,412"
,Secret War 782,1942,R,107 min,"Romance, Drama",7.4,"A story about secret war 782, filled with memorable characters, challenges, and unexpected events.",56,Director 179,Actor 292,Actor 49,Actor 202,Actor 358,1930270,"413,130,888"
,A New Mountain 783,1940,U,165 min,"War, Drama",6.9,"A story about a new mountain 783, filled with memorable characters, challenges, and unexpected events.",89,Director 186,Actor 370,Actor 462,Actor 112,Actor 466,1234273,"715,917,439"
,Crimson Hope 784,2017,A,132 min,"Action, Sci-Fi",7.8,"A story about crimson hope 784, filled with memorable characters, challenges, and unexpected events.",71,Director 116,Actor 85,Actor 130,Actor 107,Actor 260,451343,"541,689,839"
,A New Adventure 785,1923,R,173 min,"Sci-Fi, Adventure",6.2,"A story about a new adventure 785, filled with memorable characters, challenges, and unexpected events.",70,Director 220,Actor 100,Actor 204,Actor 20,Actor 6,1608682,"369,099,657"
,Midnight Dream 786,2010,U,126 min,"Sci-Fi, Adventure",9.0,"A story about midnight dream 786, filled with memorable characters, challenges, and unexpected events.",50,Director 141,Actor 337,Actor 125,Actor 366,Actor 487,2043227,"495,478,308"
,Infinite Shadow 787,1980,PG-13,192 min,"Biography, Drama",8.7,"A story about infinite shadow 787, filled with memorable characters, challenges, and unexpected events.",51,Director 46,Actor 151,Actor 64,Actor 274,Actor 380,725502,"19,498,359"
,Secret Legacy 788,1929,A,86 min,"Crime, Drama",8.2,"A story about secret legacy 788, filled with memorable characters, challenges, and unexpected events.",56,Director 56,Actor 366,Actor 18,Actor 458,Actor 346,653810,"473,252,913"
,American River 789,1976,R,192 min,"Fantasy, Adventure",8.3,"A story about american river 789, filled with memorable characters, challenges, and unexpected events.",64,Director 114,Actor 27,Actor 307,Actor 3,Actor 25,441146,"419,523,299"
,Secret River 790,1951,PG,115 min,"Comedy, Drama",7.2,"A story about secret river 790, filled with memorable characters, challenges, and unexpected events.",46,Director 4,Actor 173,Actor 421,Actor 99,Actor 349,393302,"17,321,150"
,Hidden Mountain 791,1932,PG,191 min,"Biography, Drama",8.6,"A story about hidden mountain 791, filled with memorable characters, challenges, and unexpected events.",77,Director 28,Actor 418,Actor 168,Actor 166,Actor 288,710646,"47,358,075"
,Lost War 792,1946,UA,135 min,"Romance, Drama",9.1,"A story about lost war 792, filled with memorable characters, challenges, and unexpected events.",51,Director 92,Actor 166,Actor 89,Actor 8,Actor 206,516688,"249,646,342"
,Falling Journey 793,1969,PG-13,113 min,"Action, Sci-Fi",6.7,"A story about falling journey 793, filled with memorable characters, challenges, and unexpected events.",68,Director 12,Actor 35,Actor 454,Actor 112,Actor 211,1177935,"697,973,124"
,Broken War 794,1983,A,98 min,"War, Drama",9.2,"A story about broken war 794, filled with memorable characters, challenges, and unexpected events.",51,Director 154,Actor 167,Actor 324,Actor 357,Actor 199,2397419,"184,202,823"
,Dark Future 795,1942,A,198 min,"Drama, Romance",8.1,"A story about dark future 795, filled with memorable characters, challenges, and unexpected events.",46,Director 156,Actor 467,Actor 300,Actor 230,Actor 196,2032201,"72,592,053"
,Beautiful Mountain 796,1984,U,86 min,"Comedy, Romance",7.9,"A story about beautiful mountain 796, filled with memorable characters, challenges, and unexpected events.",64,Director 61,Actor 378,Actor 220,Actor 388,Actor 125,98975,"661,899,351"
,Great Kingdom 797,1927,PG,148 min,Drama,6.5,"A story about great kingdom 797, filled with memorable characters, challenges, and unexpected events.",58,Director 165,Actor 20,Actor 122,Actor 473,Actor 372,857298,"162,955,048"
,Great Adventure 798,2014,U,102 min,"Crime, Drama",8.9,"A story about great adventure 798, filled with memorable characters, challenges, and unexpected events.",78,Director 203,Actor 213,Actor 332,Actor 417,Actor 148,1341853,"691,162,461"
,The Last Mountain 799,2013,R,116 min,"Comedy, Drama",7.1,"A story about the last mountain 799, filled with memorable characters, challenges, and unexpected events.",60,Director 206,Actor 352,Actor 357,Actor 369,Actor 114,2272037,"58,161,488"
,Great Victory 800,1986,U,141 min,"Action, Adventure",7.1,"A story about great victory 800, filled with memorable characters, challenges, and unexpected events.",57,Director 14,Actor 325,Actor 73,Actor 481,Actor 105,281022,"527,996,893"
,Dark Kingdom 801,1942,U,191 min,"Comedy, Drama",8.0,"A story about dark kingdom 801, filled with memorable characters, challenges, and unexpected events.",72,Director 186,Actor 240,Actor 160,Actor 85,Actor 370,1001156,"544,942,967"
,Lost Mountain 802,1974,PG,116 min,Drama,6.6,"A story about lost mountain 802, filled with memorable characters, challenges, and unexpected events.",85,Director 52,Actor 140,Actor 442,Actor 401,Actor 247,1206856,"619,028,228"
,Hidden Memory 803,1970,PG-13,145 min,"Sci-Fi, Adventure",7.2,"A story about hidden memory 803, filled with memorable characters, challenges, and unexpected events.",92,Director 111,Actor 390,Actor 80,Actor 420,Actor 489,1782920,"542,653,751"
,Crimson Journey 804,2017,PG-13,194 min,"Action, Sci-Fi",7.3,"A story about crimson journey 804, filled with memorable characters, challenges, and unexpected events.",54,Director 142,Actor 373,Actor 90,Actor 132,Actor 195,1269262,"639,173,265"
,Infinite Story 805,1978,UA,156 min,"Thriller, Mystery",6.9,"A story about infinite story 805, filled with memorable characters, challenges, and unexpected events.",90,Director 121,Actor 101,Actor 80,Actor 470,Actor 98,311736,"357,907,435"
,The Last Journey 806,1984,PG,132 min,"Thriller, Mystery",8.4,"A story about the last journey 806, filled with memorable characters, challenges, and unexpected events.",92,Director 96,Actor 197,Actor 251,Actor 158,Actor 329,1706827,"446,583,500"
,Little Kingdom 807,1972,UA,202 min,"Adventure, Drama",8.9,"A story about little kingdom 807, filled with memorable characters, challenges, and unexpected events.",57,Director 196,Actor 224,Actor 491,Actor 131,Actor 395,1624077,"607,417,600"
,Rising Destiny 808,2010,PG,173 min,"Horror, Mystery",7.6,"A story about rising destiny 808, filled with memorable characters, challenges, and unexpected events.",72,Director 189,Actor 127,Actor 125,Actor 245,Actor 18,252030,"699,005,354"
,Rising Journey 809,2009,UA,103 min,"Crime, Drama",8.2,"A story about rising journey 809, filled with memorable characters, challenges, and unexpected events.",61,Director 64,Actor 309,Actor 297,Actor 488,Actor 340,1920382,"731,389,574"
,Golden Journey 810,1934,PG-13,167 min,"Mystery, Thriller",8.5,"A story about golden journey 810, filled with memorable characters, challenges, and unexpected events.",50,Director 133,Actor 466,Actor 97,Actor 449,Actor 217,1677935,"758,236,646"
,Golden Hope 811,1952,A,149 min,"War, Drama",8.3,"A story about golden hope 811, filled with memorable characters, challenges, and unexpected events.",91,Director 106,Actor 386,Actor 449,Actor 474,Actor 373,1615531,"629,398,362"
,Hidden Dream 812,2001,R,187 min,"Horror, Mystery",7.9,"A story about hidden dream 812, filled with memorable characters, challenges, and unexpected events.",58,Director 239,Actor 384,Actor 204,Actor 358,Actor 158,608583,"288,959,459"
,The Last Legacy 813,1982,R,93 min,"Romance, Drama",6.0,"A story about the last legacy 813, filled with memorable characters, challenges, and unexpected events.",63,Director 188,Actor 221,Actor 88,Actor 91,Actor 192,2211850,"447,681,039"
,Golden Shadow 814,1945,UA,149 min,"Adventure, Drama",7.6,"A story about golden shadow 814, filled with memorable characters, challenges, and unexpected events.",56,Director 52,Actor 31,Actor 384,Actor 94,Actor 415,1900208,"609,010,536"
,Lost Empire 815,1972,A,201 min,"Adventure, Drama",7.5,"A story about lost empire 815, filled with memorable characters, challenges, and unexpected events.",50,Director 97,Actor 64,Actor 142,Actor 33,Actor 176,706783,"85,795,123"
,The Last Heart 816,1950,A,171 min,"Adventure, Drama",7.6,"A story about the last heart 816, filled with memorable characters, challenges, and unexpected events.",93,Director 245,Actor 4,Actor 341,Actor 299,Actor 405,49873,"65,658,887"
,A New Dream 817,1947,A,85 min,"Mystery, Thriller",7.7,"A story about a new dream 817, filled with memorable characters, challenges, and unexpected events.",76,Director 122,Actor 388,Actor 173,Actor 310,Actor 220,2191348,"817,608,336"
,Falling Memory 818,2007,PG,125 min,"Comedy, Romance",8.9,"A story about falling memory 818, filled with memorable characters, challenges, and unexpected events.",69,Director 157,Actor 30,Actor 500,Actor 183,Actor 448,1525027,"714,222,368"
,Falling Dream 819,1920,PG-13,174 min,"Mystery, Thriller",7.5,"A story about falling dream 819, filled with memorable characters, challenges, and unexpected events.",52,Director 223,Actor 272,Actor 144,Actor 487,Actor 359,592433,"27,674,144"
,Beyond Memory 820,1977,R,169 min,"Thriller, Mystery",8.0,"A story about beyond memory 820, filled with memorable characters, challenges, and unexpected events.",57,Director 1,Actor 327,Actor 491,Actor 483,Actor 417,2169705,"443,691,301"
,Falling Journey 821,2001,PG-13,90 min,"Drama, Romance",7.2,"A story about falling journey 821, filled with memorable characters, challenges, and unexpected events.",76,Director 103,Actor 379,Actor 314,Actor 407,Actor 42,1873555,"250,881,693"
,Rising Hope 822,1980,PG-13,194 min,"Adventure, Drama",9.3,"A story about rising hope 822, filled with memorable characters, challenges, and unexpected events.",57,Director 183,Actor 74,Actor 446,Actor 267,Actor 449,1624213,"315,632,960"
,Little Destiny 823,1924,R,186 min,"Action, Sci-Fi",6.4,"A story about little destiny 823, filled with memorable characters, challenges, and unexpected events.",80,Director 224,Actor 240,Actor 87,Actor 459,Actor 229,1273946,"893,833,419"
,Silent Truth 824,2004,R,116 min,"Comedy, Drama",7.8,"A story about silent truth 824, filled with memorable characters, challenges, and unexpected events.",89,Director 23,Actor 55,Actor 223,Actor 367,Actor 15,724847,"808,898,730"
,Golden Future 825,1969,U,113 min,"Crime, Drama",8.5,"A story about golden future 825, filled with memorable characters, challenges, and unexpected events.",87,Director 35,Actor 473,Actor 274,Actor 325,Actor 372,2007756,"720,152,632"
,Crimson Kingdom 826,2008,R,113 min,"Action, Sci-Fi",7.1,"A story about crimson kingdom 826, filled with memorable characters, challenges, and unexpected events.",92,Director 189,Actor 372,Actor 196,Actor 335,Actor 329,1449593,"404,911,746"
,American Hope 827,1949,U,99 min,Drama,6.7,"A story about american hope 827, filled with memorable characters, challenges, and unexpected events.",66,Director 190,Actor 304,Actor 480,Actor 97,Actor 382,377758,"119,696,078"
,Silent Heart 828,1967,U,125 min,"Mystery, Thriller",6.4,"A story about silent heart 828, filled with memorable characters, challenges, and unexpected events.",64,Director 16,Actor 303,Actor 275,Actor 98,Actor 434,2429764,"791,359,564"
,Secret Hope 829,1960,PG-13,187 min,"Animation, Adventure, Family",8.5,"A story about secret hope 829, filled with memorable characters, challenges, and unexpected events.",82,Director 57,Actor 55,Actor 203,Actor 5,Actor 276,2189995,"712,788,382"
,Infinite Future 830,1938,PG,122 min,"Comedy, Romance",8.7,"A story about infinite future 830, filled with memorable characters, challenges, and unexpected events.",54,Director 154,Actor 146,Actor 75,Actor 383,Actor 341,2106450,"730,223,959"
,A New War 831,1960,PG-13,173 min,"Adventure, Drama",7.0,"A story about a new war 831, filled with memorable characters, challenges, and unexpected events.",75,Director 162,Actor 425,Actor 111,Actor 254,Actor 150,1156943,"758,722,505"
,Secret Promise 832,1962,R,176 min,"Comedy, Drama",6.5,"A story about secret promise 832, filled with memorable characters, challenges, and unexpected events.",48,Director 237,Actor 444,Actor 398,Actor 92,Actor 439,954019,"752,156,728"
,Crimson Victory 833,1958,PG,169 min,"Biography, Drama",9.2,"A story about crimson victory 833, filled with memorable characters, challenges, and unexpected events.",66,Director 109,Actor 348,Actor 243,Actor 179,Actor 388,100453,"588,449,223"
,Secret Victory 834,1929,PG-13,121 min,Drama,7.7,"A story about secret victory 834, filled with memorable characters, challenges, and unexpected events.",70,Director 25,Actor 68,Actor 166,Actor 386,Actor 406,828275,"752,909,702"
,Little Promise 835,2010,PG,168 min,"Biography, Drama",7.0,"A story about little promise 835, filled with memorable characters, challenges, and unexpected events.",89,Director 124,Actor 150,Actor 460,Actor 75,Actor 108,2430773,"147,804,952"
,Lost River 836,2014,PG,131 min,"Adventure, Drama",8.1,"A story about lost river 836, filled with memorable characters, challenges, and unexpected events.",88,Director 216,Actor 87,Actor 475,Actor 29,Actor 50,629102,"404,423,699"
,Rising Truth 837,1942,PG,100 min,"Fantasy, Adventure",9.1,"A story about rising truth 837, filled with memorable characters, challenges, and unexpected events.",54,Director 161,Actor 370,Actor 207,Actor 126,Actor 18,1429712,"637,250,229"
,Silent Mountain 838,1970,R,173 min,"Biography, Drama",7.6,"A story about silent mountain 838, filled with memorable characters, challenges, and unexpected events.",95,Director 172,Actor 338,Actor 46,Actor 399,Actor 238,1584422,"833,162,386"
,Secret Empire 839,2000,U,132 min,"Action, Adventure",8.2,"A story about secret empire 839, filled with memorable characters, challenges, and unexpected events.",52,Director 126,Actor 329,Actor 343,Actor 466,Actor 261,513318,"125,327,973"
,Beyond Journey 840,1995,R,158 min,"Thriller, Mystery",7.9,"A story about beyond journey 840, filled with memorable characters, challenges, and unexpected events.",51,Director 204,Actor 304,Actor 93,Actor 197,Actor 248,1158085,"744,982,463"
,Forgotten Story 841,1993,PG,126 min,"Action, Sci-Fi",6.4,"A story about forgotten story 841, filled with memorable characters, challenges, and unexpected events.",97,Director 180,Actor 11,Actor 202,Actor 285,Actor 419,2264484,"198,623,961"
,American Destiny 842,1982,UA,192 min,"War, Drama",6.2,"A story about american destiny 842, filled with memorable characters, challenges, and unexpected events.",87,Director 230,Actor 61,Actor 93,Actor 442,Actor 307,530468,"809,173,286"
,Golden Journey 843,1991,PG-13,125 min,"Adventure, Drama",7.5,"A story about golden journey 843, filled with memorable characters, challenges, and unexpected events.",58,Director 168,Actor 83,Actor 45,Actor 288,Actor 132,174178,"138,415,117"
,A New Kingdom 844,1935,R,131 min,"War, Drama",7.7,"A story about a new kingdom 844, filled with memorable characters, challenges, and unexpected events.",45,Director 64,Actor 154,Actor 24,Actor 485,Actor 485,729755,"454,347,901"
,Beautiful Story 845,2004,A,102 min,"Thriller, Mystery",7.8,"A story about beautiful story 845, filled with memorable characters, challenges, and unexpected events.",83,Director 138,Actor 262,Actor 108,Actor 353,Actor 51,1322548,"561,308,623"
,A New Mountain 846,1924,PG-13,123 min,"Comedy, Drama",6.6,"A story about a new mountain 846, filled with memorable characters, challenges, and unexpected events.",58,Director 152,Actor 184,Actor 143,Actor 66,Actor 374,572909,"646,647,614"
,Great Hope 847,1929,PG,118 min,"Mystery, Thriller",7.8,"A story about great hope 847, filled with memorable characters, challenges, and unexpected events.",50,Director 242,Actor 131,Actor 347,Actor 218,Actor 482,695011,"429,660,480"
,Dark World 848,1946,A,178 min,"Crime, Drama",6.2,"A story about dark world 848, filled with memorable characters, challenges, and unexpected events.",81,Director 169,Actor 332,Actor 421,Actor 262,Actor 310,817937,"767,229,446"
,Golden Hope 849,1939,PG-13,185 min,"Romance, Drama",7.0,"A story about golden hope 849, filled with memorable characters, challenges, and unexpected events.",60,Director 20,Actor 139,Actor 64,Actor 273,Actor 57,1599397,"27,920,499"
,American Hope 850,1928,A,96 min,"Horror, Mystery",7.1,"A story about american hope 850, filled with memorable characters, challenges, and unexpected events.",54,Director 223,Actor 409,Actor 116,Actor 141,Actor 6,1408873,"835,547,323"
,Silent Victory 851,1948,R,98 min,"Adventure, Drama",7.2,"A story about silent victory 851, filled with memorable characters, challenges, and unexpected events.",64,Director 151,Actor 421,Actor 414,Actor 251,Actor 49,747070,"565,398,949"
,Beautiful Memory 852,2009,U,121 min,"War, Drama",7.9,"A story about beautiful memory 852, filled with memorable characters, challenges, and unexpected events.",48,Director 44,Actor 163,Actor 485,Actor 385,Actor 200,1146882,"652,362,668"
,Golden Memory 853,2014,PG,185 min,"War, Drama",8.2,"A story about golden memory 853, filled with memorable characters, challenges, and unexpected events.",75,Director 152,Actor 66,Actor 133,Actor 5,Actor 352,2323878,"638,565,114"
,Beautiful Shadow 854,2004,R,133 min,"Crime, Drama",6.4,"A story about beautiful shadow 854, filled with memorable characters, challenges, and unexpected events.",68,Director 182,Actor 399,Actor 128,Actor 348,Actor 312,231730,"779,013,009"
,Forgotten Adventure 855,1943,A,130 min,"Sci-Fi, Adventure",7.4,"A story about forgotten adventure 855, filled with memorable characters, challenges, and unexpected events.",72,Director 134,Actor 483,Actor 368,Actor 452,Actor 473,2116502,"308,070,266"
,Beyond Story 856,2001,A,206 min,Drama,8.8,"A story about beyond story 856, filled with memorable characters, challenges, and unexpected events.",99,Director 24,Actor 325,Actor 41,Actor 40,Actor 374,1715046,"827,502,258"
,Beyond Kingdom 857,1941,U,95 min,Drama,7.9,"A story about beyond kingdom 857, filled with memorable characters, challenges, and unexpected events.",72,Director 174,Actor 261,Actor 478,Actor 375,Actor 70,2334314,"529,294,227"
,Crimson Truth 858,1985,U,171 min,"War, Drama",8.3,"A story about crimson truth 858, filled with memorable characters, challenges, and unexpected events.",84,Director 49,Actor 467,Actor 426,Actor 382,Actor 4,532994,"435,471,662"
,Forgotten World 859,2015,PG,179 min,"Fantasy, Adventure",7.1,"A story about forgotten world 859, filled with memorable characters, challenges, and unexpected events.",55,Director 173,Actor 477,Actor 452,Actor 392,Actor 269,187653,"652,262,382"
,Beyond Legacy 860,1929,PG,102 min,"Fantasy, Adventure",7.2,"A story about beyond legacy 860, filled with memorable characters, challenges, and unexpected events.",76,Director 98,Actor 88,Actor 192,Actor 497,Actor 58,1491812,"54,760,511"
,Falling Mountain 861,1989,PG,194 min,"Adventure, Drama",8.8,"A story about falling mountain 861, filled with memorable characters, challenges, and unexpected events.",63,Director 68,Actor 110,Actor 2,Actor 378,Actor 324,1226619,"321,339,920"
,Little Victory 862,1947,PG-13,203 min,"Fantasy, Adventure",9.0,"A story about little victory 862, filled with memorable characters, challenges, and unexpected events.",99,Director 125,Actor 30,Actor 183,Actor 4,Actor 316,158600,"497,303,646"
,Infinite Future 863,1958,A,85 min,"Horror, Mystery",7.2,"A story about infinite future 863, filled with memorable characters, challenges, and unexpected events.",45,Director 26,Actor 221,Actor 252,Actor 102,Actor 44,790802,"431,817,324"
,Beautiful Destiny 864,1939,R,201 min,"Thriller, Mystery",7.4,"A story about beautiful destiny 864, filled with memorable characters, challenges, and unexpected events.",61,Director 58,Actor 241,Actor 203,Actor 192,Actor 154,38984,"167,206,867"
,Rising Hope 865,1943,PG,119 min,"Adventure, Drama",7.8,"A story about rising hope 865, filled with memorable characters, challenges, and unexpected events.",55,Director 36,Actor 182,Actor 383,Actor 223,Actor 3,1849504,"704,774,903"
,Rising River 866,1934,R,90 min,"Animation, Adventure, Family",6.6,"A story about rising river 866, filled with memorable characters, challenges, and unexpected events.",66,Director 231,Actor 17,Actor 83,Actor 342,Actor 102,1664845,"452,205,185"
,Crimson Empire 867,1935,PG,155 min,"Thriller, Mystery",7.4,"A story about crimson empire 867, filled with memorable characters, challenges, and unexpected events.",77,Director 186,Actor 473,Actor 380,Actor 432,Actor 423,544496,"348,945,506"
,Secret Shadow 868,1934,A,186 min,"Action, Adventure",9.2,"A story about secret shadow 868, filled with memorable characters, challenges, and unexpected events.",77,Director 4,Actor 393,Actor 351,Actor 122,Actor 27,539000,"167,111,940"
,Falling Hope 869,1996,PG,140 min,"Thriller, Mystery",8.4,"A story about falling hope 869, filled with memorable characters, challenges, and unexpected events.",50,Director 195,Actor 220,Actor 127,Actor 317,Actor 79,1224111,"303,135,036"
,Beautiful Legacy 870,1951,PG,99 min,"Crime, Drama",6.9,"A story about beautiful legacy 870, filled with memorable characters, challenges, and unexpected events.",57,Director 122,Actor 362,Actor 401,Actor 415,Actor 53,1047479,"715,566,869"
,Beautiful War 871,1943,UA,194 min,"Animation, Adventure, Family",6.6,"A story about beautiful war 871, filled with memorable characters, challenges, and unexpected events.",70,Director 10,Actor 141,Actor 99,Actor 476,Actor 75,972107,"129,444,220"
